"Group","Units","Indicator","YYYY-MM","value"
"Oahu visitors","percent","Accom: Private room in private home (%)","2016-10","1.2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2016-11","1.2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2016-12","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-01","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-02","1.6"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-03","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-04","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-05","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-06","1.4"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-07","1.6"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-08","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-09","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-10","1.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-11","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2017-12","1.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-01","2.1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-02","1.8"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-03","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-04","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-05","2.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-06","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-07","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-08","1.6"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-09","1.8"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-10","1.6"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-11","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2018-12","1.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-01","2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-02","2.1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-03","1.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-04","1.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-05","1.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-06","1.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-07","1.8"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-08","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-09","1.6"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-10","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-11","1.4"
"Oahu visitors","percent","Accom: Private room in private home (%)","2019-12","2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-01","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-02","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-03","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-04","3.4"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-05","3.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-06","2.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-07","3.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-08","2.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-09","2.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-10","1.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-11","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2020-12","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-01","1.4"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-02","1.1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-03","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-04","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-05","0.8"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-06","0.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-07","0.6"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-08","0.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-09","0.8"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-10","0.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-11","0.8"
"Oahu visitors","percent","Accom: Private room in private home (%)","2021-12","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-01","1.2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-02","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-03","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-04","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-05","1.1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-06","1.2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-07","1.1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-08","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-09","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-10","1.2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-11","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2022-12","1.2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-01","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-02","1.5"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-03","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-04","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-05","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-06","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-07","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-08","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-09","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-10","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-11","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2023-12","1.1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-01","1.6"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-02","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-03","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-04","1.1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-05","1.3"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-06","0.9"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-07","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-08","1.2"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-09","0.8"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-10","0.7"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-11","1"
"Oahu visitors","percent","Accom: Private room in private home (%)","2024-12","0.9"
"Oahu visitors","percent","Accom: Rental house (%)","2015-01","5.3"
"Oahu visitors","percent","Accom: Rental house (%)","2015-02","5.8"
"Oahu visitors","percent","Accom: Rental house (%)","2015-03","5.6"
"Oahu visitors","percent","Accom: Rental house (%)","2015-04","5.3"
"Oahu visitors","percent","Accom: Rental house (%)","2015-05","5.1"
"Oahu visitors","percent","Accom: Rental house (%)","2015-06","6.4"
"Oahu visitors","percent","Accom: Rental house (%)","2015-07","6.7"
"Oahu visitors","percent","Accom: Rental house (%)","2015-08","6.1"
"Oahu visitors","percent","Accom: Rental house (%)","2015-09","4.8"
"Oahu visitors","percent","Accom: Rental house (%)","2015-10","5.3"
"Oahu visitors","percent","Accom: Rental house (%)","2015-11","5.3"
"Oahu visitors","percent","Accom: Rental house (%)","2015-12","6.6"
"Oahu visitors","percent","Accom: Rental house (%)","2016-01","6.1"
"Oahu visitors","percent","Accom: Rental house (%)","2016-02","6.6"
"Oahu visitors","percent","Accom: Rental house (%)","2016-03","6.3"
"Oahu visitors","percent","Accom: Rental house (%)","2016-04","5.5"
"Oahu visitors","percent","Accom: Rental house (%)","2016-05","5.7"
"Oahu visitors","percent","Accom: Rental house (%)","2016-06","7"
"Oahu visitors","percent","Accom: Rental house (%)","2016-07","7.5"
"Oahu visitors","percent","Accom: Rental house (%)","2016-08","6.3"
"Oahu visitors","percent","Accom: Rental house (%)","2016-09","5"
"Oahu visitors","percent","Accom: Rental house (%)","2016-10","5"
"Oahu visitors","percent","Accom: Rental house (%)","2016-11","5.2"
"Oahu visitors","percent","Accom: Rental house (%)","2016-12","6.6"
"Oahu visitors","percent","Accom: Rental house (%)","2017-01","7.5"
"Oahu visitors","percent","Accom: Rental house (%)","2017-02","7.4"
"Oahu visitors","percent","Accom: Rental house (%)","2017-03","6"
"Oahu visitors","percent","Accom: Rental house (%)","2017-04","6.1"
"Oahu visitors","percent","Accom: Rental house (%)","2017-05","6.8"
"Oahu visitors","percent","Accom: Rental house (%)","2017-06","7.6"
"Oahu visitors","percent","Accom: Rental house (%)","2017-07","7.4"
"Oahu visitors","percent","Accom: Rental house (%)","2017-08","6.7"
"Oahu visitors","percent","Accom: Rental house (%)","2017-09","5"
"Oahu visitors","percent","Accom: Rental house (%)","2017-10","5.9"
"Oahu visitors","percent","Accom: Rental house (%)","2017-11","5.9"
"Oahu visitors","percent","Accom: Rental house (%)","2017-12","7.6"
"Oahu visitors","percent","Accom: Rental house (%)","2018-01","7.5"
"Oahu visitors","percent","Accom: Rental house (%)","2018-02","8"
"Oahu visitors","percent","Accom: Rental house (%)","2018-03","7.5"
"Oahu visitors","percent","Accom: Rental house (%)","2018-04","7.8"
"Oahu visitors","percent","Accom: Rental house (%)","2018-05","8.1"
"Oahu visitors","percent","Accom: Rental house (%)","2018-06","9.5"
"Oahu visitors","percent","Accom: Rental house (%)","2018-07","9.4"
"Oahu visitors","percent","Accom: Rental house (%)","2018-08","8.3"
"Oahu visitors","percent","Accom: Rental house (%)","2018-09","7.3"
"Oahu visitors","percent","Accom: Rental house (%)","2018-10","7.5"
"Oahu visitors","percent","Accom: Rental house (%)","2018-11","6.9"
"Oahu visitors","percent","Accom: Rental house (%)","2018-12","9"
"Oahu visitors","percent","Accom: Rental house (%)","2019-01","9.6"
"Oahu visitors","percent","Accom: Rental house (%)","2019-02","9.2"
"Oahu visitors","percent","Accom: Rental house (%)","2019-03","8.5"
"Oahu visitors","percent","Accom: Rental house (%)","2019-04","8.4"
"Oahu visitors","percent","Accom: Rental house (%)","2019-05","9"
"Oahu visitors","percent","Accom: Rental house (%)","2019-06","10.1"
"Oahu visitors","percent","Accom: Rental house (%)","2019-07","10.4"
"Oahu visitors","percent","Accom: Rental house (%)","2019-08","8.8"
"Oahu visitors","percent","Accom: Rental house (%)","2019-09","6.9"
"Oahu visitors","percent","Accom: Rental house (%)","2019-10","7"
"Oahu visitors","percent","Accom: Rental house (%)","2019-11","6.2"
"Oahu visitors","percent","Accom: Rental house (%)","2019-12","8.5"
"Oahu visitors","percent","Accom: Rental house (%)","2020-01","8.1"
"Oahu visitors","percent","Accom: Rental house (%)","2020-02","7.7"
"Oahu visitors","percent","Accom: Rental house (%)","2020-03","7.7"
"Oahu visitors","percent","Accom: Rental house (%)","2020-04","4.4"
"Oahu visitors","percent","Accom: Rental house (%)","2020-05","4.7"
"Oahu visitors","percent","Accom: Rental house (%)","2020-06","4.9"
"Oahu visitors","percent","Accom: Rental house (%)","2020-07","6.4"
"Oahu visitors","percent","Accom: Rental house (%)","2020-08","7.7"
"Oahu visitors","percent","Accom: Rental house (%)","2020-09","8.8"
"Oahu visitors","percent","Accom: Rental house (%)","2020-10","10"
"Oahu visitors","percent","Accom: Rental house (%)","2020-11","11.7"
"Oahu visitors","percent","Accom: Rental house (%)","2020-12","11.8"
"Oahu visitors","percent","Accom: Rental house (%)","2021-01","13.5"
"Oahu visitors","percent","Accom: Rental house (%)","2021-02","12"
"Oahu visitors","percent","Accom: Rental house (%)","2021-03","10.2"
"Oahu visitors","percent","Accom: Rental house (%)","2021-04","9.5"
"Oahu visitors","percent","Accom: Rental house (%)","2021-05","9.3"
"Oahu visitors","percent","Accom: Rental house (%)","2021-06","8.3"
"Oahu visitors","percent","Accom: Rental house (%)","2021-07","7.9"
"Oahu visitors","percent","Accom: Rental house (%)","2021-08","8.3"
"Oahu visitors","percent","Accom: Rental house (%)","2021-09","9.1"
"Oahu visitors","percent","Accom: Rental house (%)","2021-10","8.6"
"Oahu visitors","percent","Accom: Rental house (%)","2021-11","8.2"
"Oahu visitors","percent","Accom: Rental house (%)","2021-12","8.3"
"Oahu visitors","percent","Accom: Rental house (%)","2022-01","9.3"
"Oahu visitors","percent","Accom: Rental house (%)","2022-02","8.8"
"Oahu visitors","percent","Accom: Rental house (%)","2022-03","7.9"
"Oahu visitors","percent","Accom: Rental house (%)","2022-04","7.4"
"Oahu visitors","percent","Accom: Rental house (%)","2022-05","8"
"Oahu visitors","percent","Accom: Rental house (%)","2022-06","9.1"
"Oahu visitors","percent","Accom: Rental house (%)","2022-07","8.6"
"Oahu visitors","percent","Accom: Rental house (%)","2022-08","8.9"
"Oahu visitors","percent","Accom: Rental house (%)","2022-09","7.5"
"Oahu visitors","percent","Accom: Rental house (%)","2022-10","7.2"
"Oahu visitors","percent","Accom: Rental house (%)","2022-11","6.9"
"Oahu visitors","percent","Accom: Rental house (%)","2022-12","7.3"
"Oahu visitors","percent","Accom: Rental house (%)","2023-01","7.2"
"Oahu visitors","percent","Accom: Rental house (%)","2023-02","7"
"Oahu visitors","percent","Accom: Rental house (%)","2023-03","7.2"
"Oahu visitors","percent","Accom: Rental house (%)","2023-04","7.1"
"Oahu visitors","percent","Accom: Rental house (%)","2023-05","7.1"
"Oahu visitors","percent","Accom: Rental house (%)","2023-06","7.7"
"Oahu visitors","percent","Accom: Rental house (%)","2023-07","8.1"
"Oahu visitors","percent","Accom: Rental house (%)","2023-08","7.4"
"Oahu visitors","percent","Accom: Rental house (%)","2023-09","6.8"
"Oahu visitors","percent","Accom: Rental house (%)","2023-10","6.5"
"Oahu visitors","percent","Accom: Rental house (%)","2023-11","6.9"
"Oahu visitors","percent","Accom: Rental house (%)","2023-12","7.3"
"Oahu visitors","percent","Accom: Rental house (%)","2024-01","7.8"
"Oahu visitors","percent","Accom: Rental house (%)","2024-02","7.8"
"Oahu visitors","percent","Accom: Rental house (%)","2024-03","7"
"Oahu visitors","percent","Accom: Rental house (%)","2024-04","7.2"
"Oahu visitors","percent","Accom: Rental house (%)","2024-05","7.5"
"Oahu visitors","percent","Accom: Rental house (%)","2024-06","8"
"Oahu visitors","percent","Accom: Rental house (%)","2024-07","8.4"
"Oahu visitors","percent","Accom: Rental house (%)","2024-08","7.5"
"Oahu visitors","percent","Accom: Rental house (%)","2024-09","7.2"
"Oahu visitors","percent","Accom: Rental house (%)","2024-10","7.3"
"Oahu visitors","percent","Accom: Rental house (%)","2024-11","6.4"
"Oahu visitors","percent","Accom: Rental house (%)","2024-12","7.9"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-01","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-02","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-03","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-04","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-05","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-06","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-07","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-08","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-09","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-10","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-11","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2015-12","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-01","0.1"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-02","0.1"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-03","0.1"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-04","0.1"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-05","0"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-06","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-07","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-08","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-09","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-10","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-11","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2016-12","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-01","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-02","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-03","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-04","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-05","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-06","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-07","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-08","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-09","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-10","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-11","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2017-12","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-01","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-02","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-03","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-04","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-05","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-06","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-07","0.6"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-08","0.8"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-09","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-10","0.7"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-11","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2018-12","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-01","0.7"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-02","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-03","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-04","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-05","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-06","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-07","0.7"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-08","0.6"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-09","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-10","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-11","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2019-12","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-01","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-02","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-03","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-04","1.1"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-05","1.1"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-06","0.8"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-07","0.7"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-08","1.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-09","0.9"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-10","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-11","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2020-12","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-01","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-02","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-03","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-04","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-05","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-06","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-07","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-08","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-09","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-10","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-11","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2021-12","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-01","0.5"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-02","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-03","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-04","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-05","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-06","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-07","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-08","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-09","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-10","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-11","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2022-12","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-01","1.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-02","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-03","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-04","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-05","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-06","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-07","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-08","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-09","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-10","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-11","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2023-12","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-01","0.4"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-02","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-03","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-04","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-05","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-06","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-07","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-08","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-09","0.3"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-10","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-11","0.2"
"Oahu visitors","percent","Accom: Shared room in private home (%)","2024-12","0.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-01","5.6"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-02","5.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-03","5.6"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-04","6.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-05","6.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-06","6.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-07","6.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-08","6.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-09","5.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-10","6.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-11","5.6"
"Oahu visitors","percent","Accom: Timeshare (%)","2015-12","4.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-01","5.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-02","4.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-03","5.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-04","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-05","5.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-06","6.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-07","6.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-08","6.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-09","6"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-10","5.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-11","5.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2016-12","4.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-01","5.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-02","4.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-03","5.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-04","6.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-05","6.6"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-06","6.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-07","6.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-08","6.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-09","6.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-10","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-11","6.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2017-12","5.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-01","4.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-02","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-03","5.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-04","5.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-05","5.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-06","6.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-07","5.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-08","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-09","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-10","5.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-11","6.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2018-12","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-01","5"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-02","4.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-03","4.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-04","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-05","5.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-06","5.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-07","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-08","5.9"
