"Group","Indicator","Units","YYYY-MM","value"
"Oahu visitors","Purpose: Other business (%)","percent","2021-09","3.2"
"Oahu visitors","Purpose: Other business (%)","percent","2021-10","3.3"
"Oahu visitors","Purpose: Other business (%)","percent","2021-11","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2021-12","2.1"
"Oahu visitors","Purpose: Other business (%)","percent","2022-01","3.5"
"Oahu visitors","Purpose: Other business (%)","percent","2022-02","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2022-03","2.9"
"Oahu visitors","Purpose: Other business (%)","percent","2022-04","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2022-05","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2022-06","2.7"
"Oahu visitors","Purpose: Other business (%)","percent","2022-07","2.4"
"Oahu visitors","Purpose: Other business (%)","percent","2022-08","2.9"
"Oahu visitors","Purpose: Other business (%)","percent","2022-09","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2022-10","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2022-11","3.3"
"Oahu visitors","Purpose: Other business (%)","percent","2022-12","2.2"
"Oahu visitors","Purpose: Other business (%)","percent","2023-01","3.6"
"Oahu visitors","Purpose: Other business (%)","percent","2023-02","3.6"
"Oahu visitors","Purpose: Other business (%)","percent","2023-03","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2023-04","3"
"Oahu visitors","Purpose: Other business (%)","percent","2023-05","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2023-06","2.6"
"Oahu visitors","Purpose: Other business (%)","percent","2023-07","2.4"
"Oahu visitors","Purpose: Other business (%)","percent","2023-08","2.7"
"Oahu visitors","Purpose: Other business (%)","percent","2023-09","2.9"
"Oahu visitors","Purpose: Other business (%)","percent","2023-10","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2023-11","3.2"
"Oahu visitors","Purpose: Other business (%)","percent","2023-12","2.2"
"Oahu visitors","Purpose: Other business (%)","percent","2024-01","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2024-02","3.2"
"Oahu visitors","Purpose: Other business (%)","percent","2024-03","2.9"
"Oahu visitors","Purpose: Other business (%)","percent","2024-04","3.2"
"Oahu visitors","Purpose: Other business (%)","percent","2024-05","2.8"
"Oahu visitors","Purpose: Other business (%)","percent","2024-06","2.6"
"Oahu visitors","Purpose: Other business (%)","percent","2024-07","2.4"
"Oahu visitors","Purpose: Other business (%)","percent","2024-08","2.6"
"Oahu visitors","Purpose: Other business (%)","percent","2024-09","3"
"Oahu visitors","Purpose: Other business (%)","percent","2024-10","3.2"
"Oahu visitors","Purpose: Other business (%)","percent","2024-11","3"
"Oahu visitors","Purpose: Other business (%)","percent","2024-12","2.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-01","5.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-02","6.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-03","4.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-04","6.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-05","7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-06","7.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-07","5.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-08","4.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-09","6.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-10","9.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-11","8.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2015-12","4.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-01","5.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-02","5.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-03","5.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-04","5.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-05","7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-06","7.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-07","5.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-08","4.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-09","6.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-10","7.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-11","8.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2016-12","5.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-01","4.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-02","6.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-03","5.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-04","5.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-05","6.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-06","6.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-07","5.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-08","4.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-09","6.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-10","6.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-11","8.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2017-12","4.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-01","3.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-02","5.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-03","5.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-04","5.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-05","5.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-06","6.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-07","5.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-08","5.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-09","6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-10","7.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-11","7.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2018-12","4.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-01","4.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-02","5.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-03","4.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-04","4.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-05","6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-06","6.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-07","4.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-08","3.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-09","6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-10","6.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-11","5.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2019-12","4.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-01","4.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-02","5.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-03","4.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-04","22.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-05","17.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-06","12.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-07","10.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-08","12.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-09","15.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-10","6.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-11","3.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2020-12","2.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-01","4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-02","2.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-03","2.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-04","2.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-05","2.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-06","2.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-07","1.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-08","2.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-09","2.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-10","2.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-11","2.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2021-12","3.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-01","2.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-02","2.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-03","2.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-04","3.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-05","4.4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-06","3.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-07","3.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-08","4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-09","4.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-10","4.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-11","4.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2022-12","3.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-01","4.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-02","3.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-03","4.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-04","4.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-05","5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-06","5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-07","3.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-08","4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-09","4.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-10","5.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-11","5.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2023-12","4"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-01","3.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-02","4.1"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-03","4.5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-04","4.3"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-05","5.2"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-06","5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-07","3.6"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-08","3.9"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-09","5"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-10","4.7"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-11","4.8"
"Oahu visitors","Purpose: Other purpose(%)","percent","2024-12","3.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-01","81.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-02","80.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-03","82.4"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-04","80.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-05","80"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-06","78.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-07","82.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-08","84.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-09","82.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-10","77.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-11","76.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2015-12","77.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-01","79.4"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-02","79.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-03","81.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-04","80.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-05","78.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-06","79.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-07","82.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-08","83.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-09","80.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-10","78.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-11","78.4"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2016-12","80"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-01","80.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-02","79.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-03","81.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-04","80.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-05","80.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-06","80.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-07","82"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-08","85.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-09","83"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-10","79.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-11","78.4"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2017-12","81"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-01","82.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-02","82.4"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-03","83.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-04","81"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-05","80.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-06","80.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-07","83.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-08","84.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-09","81.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-10","77.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-11","79"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2018-12","80.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-01","80.9"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-02","79.9"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-03","82.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-04","82.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-05","79"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-06","82.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-07","83.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-08","85.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-09","82.4"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-10","79.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-11","81"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2019-12","81"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-01","81.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-02","79.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-03","80.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-04","7.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-05","8.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-06","12.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-07","14.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-08","11.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-09","12.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-10","50.9"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-11","64.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2020-12","67.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-01","67.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-02","75.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-03","80.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-04","81.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-05","82.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-06","84.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-07","85"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-08","83.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-09","80.4"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-10","79.9"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-11","80.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2021-12","79.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-01","78.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-02","82"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-03","82.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-04","83"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-05","80"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-06","83.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-07","83.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-08","82.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-09","82.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-10","80.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-11","79.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2022-12","79.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-01","77.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-02","81.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-03","81.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-04","81.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-05","79.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-06","81.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-07","82.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-08","81.9"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-09","81.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-10","75.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-11","78.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2023-12","78.6"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-01","77.7"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-02","80.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-03","81.1"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-04","80.2"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-05","77.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-06","80.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-07","81.8"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-08","81.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-09","80.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-10","78.5"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-11","78.3"
"Oahu visitors","Purpose: Pleasure-net (%)","percent","2024-12","79.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-01","1.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-02","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-03","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-04","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-05","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-06","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-07","0.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-08","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-09","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-10","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-11","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2015-12","4.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-01","2.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-02","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-03","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-04","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-05","0.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-06","0.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-07","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-08","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-09","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-10","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-11","1.2"
"Oahu visitors","Purpose: Sport events (%)","percent","2016-12","3.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-01","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-02","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-03","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-04","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-05","0.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-06","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-07","0.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-08","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-09","0.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-10","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-11","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2017-12","4.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-01","1.2"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-02","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-03","0.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-04","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-05","0.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-06","1.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-07","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-08","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-09","0.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-10","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-11","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2018-12","4.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-01","1.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-02","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-03","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-04","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-05","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-06","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-07","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-08","1.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-09","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-10","1.2"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-11","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2019-12","3.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-01","1.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-02","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-03","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-04","0"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-05","0.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-06","0"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-07","0"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-08","0.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-09","0"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-10","0"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-11","0.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2020-12","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-01","1.2"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-02","0.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-03","0.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-04","0.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-05","0.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-06","0.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-07","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-08","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-09","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-10","0.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-11","0.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2021-12","1.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-01","1.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-02","0.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-03","0.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-04","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-05","0.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-06","0.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-07","0.3"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-08","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-09","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-10","1.2"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-11","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2022-12","3.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-01","2.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-02","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-03","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-04","1.1"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-05","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-06","0.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-07","0.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-08","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-09","0.6"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-10","1"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-11","1.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2023-12","4.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-01","1.9"
